message_metric,music_metric,correlation,p_value
vader_negative_q1,liveness_q1,-0.01505904865185574,0.6447171808063596
vader_negative_q1,liveness_median,-0.021195267488488607,0.5163106896071143
vader_negative_q1,liveness_q3,0.020490782664692776,0.5303541789362914
vader_negative_q1,liveness_range,0.04721283951520723,0.1480653781765766
vader_negative_q1,liveness_iqr,0.028456984358213692,0.3834865579176576
vader_negative_q1,liveness_std_dev,0.0482768005329952,0.14255125547836078
vader_negative_q1,liveness_min,-0.02712128306877915,0.40621706955459436
vader_negative_q1,liveness_max,0.04787225161746906,0.14247853303983996
vader_negative_q1,liveness_mean,0.019031284322310802,0.5600518350891669
vader_negative_q1,liveness_skewness,0.022420913606806325,0.4979374589774299
vader_negative_q1,loudness_q1,0.0015150824544440074,0.9629995928287703
vader_negative_q1,loudness_median,0.011626192055896819,0.721848028765142
vader_negative_q1,loudness_q3,0.014259495681467286,0.6623809102014118
vader_negative_q1,loudness_range,0.03848160333931786,0.23852150732946656
vader_negative_q1,loudness_iqr,0.00894861801888249,0.784084732288937
vader_negative_q1,loudness_std_dev,0.023972662106527744,0.4667213206797924
vader_negative_q1,loudness_min,-0.03929251605132239,0.22876449690389633
vader_negative_q1,loudness_max,0.015952561177039082,0.6252123287016313
vader_negative_q1,loudness_mean,0.0031546608235161976,0.9230507165533361
vader_negative_q1,loudness_skewness,-0.024891364828556344,0.4517881268906371
vader_negative_q1,mode_q1,-0.010013380139078319,0.7591451073620965
vader_negative_q1,mode_median,0.04311998940090022,0.18653833737652872
vader_negative_q1,mode_q3,0.030225531863183386,0.35461454528455527
vader_negative_q1,mode_range,0.031389937352811315,0.3363744113757054
vader_negative_q1,mode_iqr,0.0251535192084613,0.44112906148059383
vader_negative_q1,mode_std_dev,0.015679293311867466,0.6340791172260706
vader_negative_q1,mode_min,-0.028814306736504557,0.3775401844644534
vader_negative_q1,mode_max,0.014775472807082931,0.6509597124851599
vader_negative_q1,mode_mean,0.03871815693653632,0.23564544948416535
vader_negative_q1,mode_skewness,-0.05321328034759436,0.10751418575023453
vader_negative_q1,speechiness_q1,-0.02175216020838183,0.5053471691704683
vader_negative_q1,speechiness_median,-0.015282787267253333,0.6398094434929402
vader_negative_q1,speechiness_q3,-0.00897496218255663,0.7834648835258209
vader_negative_q1,speechiness_range,0.046951216486498824,0.15032770550761698
vader_negative_q1,speechiness_iqr,-0.0016271508805263861,0.9602649092237723
vader_negative_q1,speechiness_std_dev,0.01124922136153541,0.7327312306887542
vader_negative_q1,speechiness_min,-0.013514105881485024,0.679018956447805
vader_negative_q1,speechiness_max,0.04690276739538154,0.150749530962301
vader_negative_q1,speechiness_mean,-0.011283795076809669,0.7297145434191702
vader_negative_q1,speechiness_skewness,0.059712741243886126,0.07085903964377675
